msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0]
,Module to handle all interactions with users data in ATV,,,/app/public/modules/custom/grants_profile/grants_profile.info.yml:0,,,
,Hel.fi,,,/app/public/modules/custom/grants_profile/grants_profile.info.yml:0,,,
,Administer grants_profile configuration,,,/app/public/modules/custom/grants_profile/grants_profile.permissions.yml:0,,,
,Optional description.,,,/app/public/modules/custom/grants_profile/grants_profile.permissions.yml:0;0;0,,,
,View own grants profile,,,/app/public/modules/custom/grants_profile/grants_profile.permissions.yml:0,,,
,Administer own grants profile,,,/app/public/modules/custom/grants_profile/grants_profile.permissions.yml:0,,,
,Show Application profile,,,/app/public/modules/custom/grants_profile/grants_profile.routing.yml:0,,,
,Edit Application profile.,,,/app/public/modules/custom/grants_profile/grants_profile.routing.yml:0,,,
,Saved addresses,,,/app/public/modules/custom/grants_profile/grants_profile.routing.yml:0,,,
,Delete address,,,/app/public/modules/custom/grants_profile/grants_profile.routing.yml:0 /app/public/modules/custom/grants_profile/src/Form/ModalAddressForm.php:181,,,
,Edit address,,,/app/public/modules/custom/grants_profile/grants_profile.routing.yml:0,,,
,Saved officials,,,/app/public/modules/custom/grants_profile/grants_profile.routing.yml:0,,,
,Edit official,,,/app/public/modules/custom/grants_profile/grants_profile.routing.yml:0,,,
,Delete official,,,/app/public/modules/custom/grants_profile/grants_profile.routing.yml:0,,,
,Saved bank accounts,,,/app/public/modules/custom/grants_profile/grants_profile.routing.yml:0,,,
,Edit bank account,,,/app/public/modules/custom/grants_profile/grants_profile.routing.yml:0,,,
,Delete bank account,,,/app/public/modules/custom/grants_profile/grants_profile.routing.yml:0,,,
,Delete confirmation,,,/app/public/modules/custom/grants_profile/grants_profile.routing.yml:0,,,
,Confirmation file saved for account %account. You can now use this account as receipient of grants.,,,/app/public/modules/custom/grants_profile/src/GrantsProfileService.php:248,,,
,Confirmation file saving failed for %account. This account cannot be used with applications without valid confirmation file.,,,/app/public/modules/custom/grants_profile/src/GrantsProfileService.php:255;286,,,
,File deleted: %id.,,,/app/public/modules/custom/grants_profile/src/GrantsProfileService.php:264,,,
,"Grants profile POSTed, transactionID: %transId",,,/app/public/modules/custom/grants_profile/src/GrantsProfileService.php:221,,,
,"Grants profile PATCHed, transactionID: %transactionId",,,/app/public/modules/custom/grants_profile/src/GrantsProfileService.php:300,,,
,File deleting failed: %id.,,,/app/public/modules/custom/grants_profile/src/GrantsProfileService.php:271,,,
,No file found: %id.,,,/app/public/modules/custom/grants_profile/src/GrantsProfileService.php:279,,,
,It works!,,,/app/public/modules/custom/grants_profile/src/Controller/GrantsProfileController.php:33;127;172,,,
,"No profile data available, select company",,,/app/public/modules/custom/grants_profile/src/Controller/GrantsProfileController.php:52,,,
,Edit profile,,,/app/public/modules/custom/grants_profile/src/Controller/GrantsProfileController.php:102,,,
,Bank account confirmation successfully deleted,,,/app/public/modules/custom/grants_profile/src/Controller/GrantsProfileController.php:208,,,
,Bank account confirmation deleting failed. Issue has been logged.,,,/app/public/modules/custom/grants_profile/src/Controller/GrantsProfileController.php:223,,,
,Address deleted.,,,/app/public/modules/custom/grants_profile/src/Controller/GrantsProfileController.php:252,,,
,Address deleting failed.,,,/app/public/modules/custom/grants_profile/src/Controller/GrantsProfileController.php:259,,,
,Official deleted.,,,/app/public/modules/custom/grants_profile/src/Controller/GrantsProfileController.php:290,,,
,Official deleted & profile saved.,,,/app/public/modules/custom/grants_profile/src/Controller/GrantsProfileController.php:297,,,
,Bank account deleted,,,/app/public/modules/custom/grants_profile/src/Controller/GrantsProfileController.php:339,,,
,"Bank account deletion failed, and error has been logged.",,,/app/public/modules/custom/grants_profile/src/Controller/GrantsProfileController.php:353,,,
,Profile saving failed. Message: %msg,,,/app/public/modules/custom/grants_profile/src/Controller/GrantsProfileController.php:221;257;295;351,,,
,Chairperson,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:57 /app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:78,,,
,Contact person,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:58 /app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:79,,,
,Other,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:59 /app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:80,,,
,Financial officer,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:60 /app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:81,,,
,Auditor,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:61 /app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:82,,,
,Secretary,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:62 /app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:83,,,
,Vice Chairperson,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:63 /app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:84,,,
,Community details not found in registries. Please contact customer service,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:91,,,
,Founding year,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:115;119 /app/public/modules/custom/grants_profile/templates/own-profile.html.twig:40;43,,,
,Community short name,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:126;130,,,
,Community www address,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:136;140,,,
,Community Purpose,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:146,,,
,Description of business purpose (max. 500 characters),,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:150,,,
,"Briefly describe the purpose for which the community is working and how the community is fulfilling its purpose. For example, you can use the text ""Community purpose and forms of action"" in the Community rules. Please do not describe the purpose of the grant here, it will be asked later when completing the grant application.",,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:157,,,
,Addresses,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:163;183 /app/public/modules/custom/grants_profile/templates/own-profile.html.twig:92;94,,,
,Delete,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:172;229;281 /app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:196,,,
,Street Address,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:187,,,
,City,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:191 /app/public/modules/custom/grants_profile/src/Form/ModalAddressForm.php:140,,,
,Post code,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:195 /app/public/modules/custom/grants_profile/src/Form/ModalAddressForm.php:134,,,
,Country,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:199 /app/public/modules/custom/grants_profile/src/Form/ModalAddressForm.php:146,,,
,Officials,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:216;240 /app/public/modules/custom/grants_profile/templates/own-profile.html.twig:111;113,,,
,Select,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:220,,,
,Name,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:243 /app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:146,,,
,Role,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:248 /app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:152,,,
,Email,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:252 /app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:160,,,
,Phone,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:256 /app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:166,,,
,Bank accounts,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:271;295 /app/public/modules/custom/grants_profile/templates/own-profile.html.twig:139;141,,,
,Bank account,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:299 /app/public/modules/custom/grants_profile/src/Form/ModalBankAccountForm.php:131,,,
,Saved confirmation of account owner or copy of account statement,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:304,,,
,Banks confirmation of account owner or copy of account statement,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:309,,,
,Save profile,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:337,,,
,grantsProfileContent not found!,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:350,,,
,grantsProfileData not found!,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:475,,,
,Grantsprofile for %c (%s) saved.,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:498,,,
,Error fetching community data. Error: %error,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:94,,,
,Grants profile saving failed.,,,/app/public/modules/custom/grants_profile/src/Form/GrantsProfileForm.php:492,,,
,"In order to show a modal dialog by clicking on a link, that link has to have class <code>use-ajax</code> and <code>data-dialog-type=""modal""</code>. This link has those attributes.",,,/app/public/modules/custom/grants_profile/src/Form/ModalAddressForm.php:101 /app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:119 /app/public/modules/custom/grants_profile/src/Form/ModalBankAccountForm.php:104,,,
,See this form as a modal.,,,/app/public/modules/custom/grants_profile/src/Form/ModalAddressForm.php:105 /app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:123 /app/public/modules/custom/grants_profile/src/Form/ModalBankAccountForm.php:108,,,
,Street address,,,/app/public/modules/custom/grants_profile/src/Form/ModalAddressForm.php:128,,,
,Save address,,,/app/public/modules/custom/grants_profile/src/Form/ModalAddressForm.php:161,,,
,addressData not found!,,,/app/public/modules/custom/grants_profile/src/Form/ModalAddressForm.php:242,,,
,Address has been saved.,,,/app/public/modules/custom/grants_profile/src/Form/ModalAddressForm.php:253,,,
,Errors,,,/app/public/modules/custom/grants_profile/src/Form/ModalAddressForm.php:283 /app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:305 /app/public/modules/custom/grants_profile/src/Form/ModalBankAccountForm.php:286,,,
,Save official,,,/app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:182,,,
,applicationOfficialData not found!,,,/app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:265,,,
,Official has been saved.,,,/app/public/modules/custom/grants_profile/src/Form/ModalApplicationOfficialForm.php:275,,,
,Confirmation file,,,/app/public/modules/custom/grants_profile/src/Form/ModalBankAccountForm.php:147,,,
,Confirm this bank account.,,,/app/public/modules/custom/grants_profile/src/Form/ModalBankAccountForm.php:157,,,
,Save bank account,,,/app/public/modules/custom/grants_profile/src/Form/ModalBankAccountForm.php:172,,,
,bankAccountData not found!,,,/app/public/modules/custom/grants_profile/src/Form/ModalBankAccountForm.php:236,,,
,Bank account has been saved.,,,/app/public/modules/custom/grants_profile/src/Form/ModalBankAccountForm.php:249,,,
,Bank account saving failed.,,,/app/public/modules/custom/grants_profile/src/Form/ModalBankAccountForm.php:255,,,
,Menu Items For Profile,,,/app/public/modules/custom/grants_profile/src/Plugin/Block/GrantsProfileMenuItemBlock.php:7,,,
,Address,,,/app/public/modules/custom/grants_profile/src/Plugin/DataType/AddressData.php:7,,,
,Application Official,,,/app/public/modules/custom/grants_profile/src/Plugin/DataType/ApplicationOfficialData.php:7,,,
,Bank Account,,,/app/public/modules/custom/grants_profile/src/Plugin/DataType/BankAccountData.php:7,,,
Validation,Not empty value,,,/app/public/modules/custom/grants_profile/src/Plugin/Validation/Constraint/NotEmptyValue.php:7,,,
Validation,Valid Finnish IBAN number,,,/app/public/modules/custom/grants_profile/src/Plugin/Validation/Constraint/ValidIban.php:7,,,
,Sign in,,,/app/public/modules/custom/grants_profile/templates/block--grants-profile-menuitem.html.twig:42;57,,,
,Switch role,,,/app/public/modules/custom/grants_profile/templates/block--grants-profile-menuitem.html.twig:48,,,
,Signout,,,/app/public/modules/custom/grants_profile/templates/block--grants-profile-menuitem.html.twig:52,,,
,Community information,,,/app/public/modules/custom/grants_profile/templates/own-profile-form.html.twig:6 /app/public/modules/custom/grants_profile/templates/own-profile.html.twig:6,,,
,Applying for a grant requires filling out community information. When making a grant application the information will be filled automatically.,,,/app/public/modules/custom/grants_profile/templates/own-profile-form.html.twig:7 /app/public/modules/custom/grants_profile/templates/own-profile.html.twig:7,,,
,Basic Information,,,/app/public/modules/custom/grants_profile/templates/own-profile-form.html.twig:8 /app/public/modules/custom/grants_profile/templates/own-profile.html.twig:8,,,
,Community name,,,/app/public/modules/custom/grants_profile/templates/own-profile-form.html.twig:12 /app/public/modules/custom/grants_profile/templates/own-profile.html.twig:12,,,
,Business ID,,,/app/public/modules/custom/grants_profile/templates/own-profile-form.html.twig:19 /app/public/modules/custom/grants_profile/templates/own-profile.html.twig:19,,,
,Community location,,,/app/public/modules/custom/grants_profile/templates/own-profile-form.html.twig:23 /app/public/modules/custom/grants_profile/templates/own-profile.html.twig:23,,,
,Registration date,,,/app/public/modules/custom/grants_profile/templates/own-profile-form.html.twig:27 /app/public/modules/custom/grants_profile/templates/own-profile.html.twig:27,,,
,Marked fields have been retreived from PRH and cannot be edited.,,,/app/public/modules/custom/grants_profile/templates/own-profile-form.html.twig:34 /app/public/modules/custom/grants_profile/templates/own-profile.html.twig:33,,,
,Short name,,,/app/public/modules/custom/grants_profile/templates/own-profile.html.twig:53;56,,,
,Home page address,,,/app/public/modules/custom/grants_profile/templates/own-profile.html.twig:66;69,,,
,Community purpose,,,/app/public/modules/custom/grants_profile/templates/own-profile.html.twig:79,,,
,Description of the business purpose of the registered community,,,/app/public/modules/custom/grants_profile/templates/own-profile.html.twig:82,,,
,Grants User Fields changes,,,/app/public/modules/custom/grants_user_fields/grants_user_fields.info.yml:0,,,
,Provides user changes from other sources.,,,/app/public/modules/custom/grants_user_fields/grants_user_fields.info.yml:0,,,
,helfi,,,/app/public/modules/custom/grants_user_fields/grants_user_fields.info.yml:0,,,
,Webform Printify,,,/app/public/modules/custom/grants_webform_print/grants_webform_print.info.yml:0,,,
,Create a printable view of an unfilled webform.,,,/app/public/modules/custom/grants_webform_print/grants_webform_print.info.yml:0,,,
,helfi,,,/app/public/modules/custom/grants_webform_print/grants_webform_print.info.yml:0,,,
,Print Application,,,/app/public/modules/custom/grants_webform_print/grants_webform_print.routing.yml:0,,,
,Here we print submission data when coming NOT from form.,,,/app/public/modules/custom/grants_webform_print/src/Controller/GrantsWebformSubmissionPrintController.php:59,,,
,Grants Webform Summation Field,,,/app/public/modules/custom/grants_webform_summation_field/grants_webform_summation_field.info.yml:0 /app/public/modules/custom/grants_webform_summation_field/src/Plugin/WebformElement/GrantsWebformSummationField.php:8,,,
,Provides a webform summation field to collect the values of other fields.,,,/app/public/modules/custom/grants_webform_summation_field/grants_webform_summation_field.info.yml:0,,,
,helfi,,,/app/public/modules/custom/grants_webform_summation_field/grants_webform_summation_field.info.yml:0,,,
,webform summation field settings,,,/app/public/modules/custom/grants_webform_summation_field/src/Plugin/WebformElement/GrantsWebformSummationField.php:52,,,
,Collect Fields,,,/app/public/modules/custom/grants_webform_summation_field/src/Plugin/WebformElement/GrantsWebformSummationField.php:57,,,
,Which fields should be collected.,,,/app/public/modules/custom/grants_webform_summation_field/src/Plugin/WebformElement/GrantsWebformSummationField.php:59,,,
,Provide a webform summation field field for grants applications.,,,/app/public/modules/custom/grants_webform_summation_field/src/Plugin/WebformElement/GrantsWebformSummationField.php:8,,,
,Advanced elements,,,/app/public/modules/custom/grants_webform_summation_field/src/Plugin/WebformElement/GrantsWebformSummationField.php:8,,,
